id,direction_line_text
41949,Selecciona las respuestas que completan correctamente estas oraciones.
41957,Identifica a quién se refiere cada acción.
41970,Indica si las oraciones son <b>ciertas</b> o <b>falsas</b>.
41974,Completa estas oraciones con la opción adecuada.
41977,Investiga en Internet para aprender más sobre el ciberlenguaje.
41991,Contesta cada pregunta con la respuesta correcta según el episodio.
41994,Escriba la forma correcta de los verbos.
42001,Completa la historia usando el imperfecto o el pretérito según sea (<i>as is</i>) necesario.
42003,Forma oraciones completas. Usa el imperfecto o el pretérito según sea apropiado (<i>as is appropriate</i>). Haz todos los cambios necesarios.
42006,Completa las frases con <b>por</b> o <b>para</b>.
42008,Completa el párrafo con <b>por</b> o <b>para</b>.
42010,Completa estas oraciones usando <b>por</b> o <b>para</b>.
42017,"Escribe la forma tónica <span lang=""en-US""><i>(stressed)</i></span> del adjetivo posesivo y luego el pronombre posesivo correspondiente."
42032,Forma oraciones con estas palabras. Usa el presente y haz los cambios necesarios.
42035,Completa cada oración con el pronombre posesivo que corresponde al pronombre entre paréntesis.
42037,Completa el párrafo con los pronombres o adjetivos posesivos de la lista de palabras.
42066,Indica si las frases son <b>ciertas</b> o <b>falsas</b>.
42068,Responde a estas preguntas con oraciones completas. Usa el pretérito y el imperfecto.
42071,Label the drawing with the correct terms. Remember the definite articles.
42080,Complete each pair of sentences by using the imperfect and preterite forms of the verbs in parentheses.
42085,Give instructions to a person cleaning a house by changing the verb phrases into formal commands.
42090,"Rewrite the paragraph, replacing each <b>debe</b> + (<i>infinitive</i>) with formal commands."
42095,Change each command to say the opposite.
42098,Complete the sentences with the present subjunctive of the verb in parentheses.
42105,Complete the sentences with the present subjunctive of the verbs from the word bank.
42108,Rewrite these sentences using the present subjunctive of the verbs in parentheses.
42115,Decide whether the verbs in parentheses should be in the preterite or the imperfect. Then rewrite the sentences.
42117,Answer the questions using the words in parentheses and the present subjunctive.
42122,Complete the sentences with the present subjuntive of the verbs in parentheses.
42136,Write sentences using the elements provided and the present subjunctive. Replace the indirect objects with indirect object pronouns.
42141,Write sentences using the elements provided. Use the subjunctive of the verbs when required.
42150,Write questions and answers with the words provided. Ask where these people were when something happened.
42165,"Laura has just found a page from her old diary. Rewrite it in the past tense, using the preterite and imperfect forms of the verbs as appropriate."
42177,Decide whether the verbs in parentheses should be in the preterite or the imperfect. Then rewrite the sentences.
42181,Complete this paragraph with the preterite or the imperfect of the verbs in parentheses.
42182,"Laura is still reading her old diary. Rewrite it, using the preterite or imperfect forms of the verbs in parentheses as appropriate."
42184,Complete the sentences with <b>por</b> or <b>para</b> as appropriate.
42188,Complete the sentences with <b>por</b> or <b>para</b>.
42198,Complete the sentences with possessive adjectives.
42202,Answer the questions. Follow the model.
42211,"Replace the question with one using <b>de</b> to clarify the possession. Then answer the question affirmatively, using a possessive pronoun. Follow the model."
42469,Select the words that best complete each sentence.
42484,Look over these useful words and expressions before you watch the video.
42487,"Do you remember the video from <b>Lección 4</b>? It was about the pyramids of Teotihuacán. In this lesson you are going to hear about other pyramids, those in the city of Copán, Honduras. Write a paragraph about the things you think you will see in this video."
42491,Choose <b>sí</b> for the words you hear while watching the video.
42495,Choose the option that best completes each sentence.
42501,Look over these useful words before you watch the video.
42511,Complete the sentences with words from the word bank.
42515,Describe the video still. Write at least three sentences in Spanish.
42516,Look over these useful words before you watch the video.
42517,Write the appropriate word for each definition.
42519,Watch Maite’s flashback about getting around in Madrid and indicate with <b>sí</b> or <b>no</b> whether you see these things.
42521,Look over these useful words before you watch the video.
42534,Ordena lo que Carlos hizo cronológicamente.
42540,Choose an aspect of Frida's house and describe it. Is it similar or different to your own house? What do you find interesting about it?
42548,Indicate what each number on the map is referring to based its location and the clues provided.
42556,
42567,Indicate whether each statement is <b>cierto</b> o <b>falso</b>.
42723,"<span lang=""en-US"">Select the word that does not belong in each group.</span>"
42724,Selecciona la palabra que no está relacionada con cada grupo.
42727,Escribe otra vez esta información usando las abreviaturas adecuadas.
42728,En la cuadra hay partes de nueve abreviaturas. Combina las partes para hacer las abreviaturas y emparéjalas  con las descripciones correspondientes.
42731,Decide si estas oraciones son <b>ciertas</b> o <b>falsas</b>.
42734,Pon los eventos de la <b>Fotonovela</b> en el orden correcto.
42737,Indica si lo que dice cada oración es <b>cierto</b> o <b>falso</b>.
42739,Selecciona la respuesta correcta.
42747,Selecciona la palabra que no pertenece al grupo.
42750,Define o describe cada palabra. Sigue el modelo.
42756,Investiga en Internet para aprender más sobre las restricciones al conducir en algunas ciudades latinoamericanas.
42760,Selecciona la respuesta correcta.
42761,Contesta estas preguntas con oraciones completas.
42762,Escoge la opción que completa mejor cada oración.
42765,Selecciona la respuesta correcta.
42767,Completa cada oración con el subjuntivo o el indicativo.
42769,Investiga en Internet para aprender más sobre el ecoturismo en Latinoamérica.
42771,Completa los minidiálogos con la forma correcta de los verbos indicados.
42776,Indica si estas oraciones son <b>ciertas</b> o <b>falsas</b>.
42778,Completa el párrafo con las ocho palabras o expresiones correctas de la lista.
42783,"En la primera línea, escribe el mandato familiar afirmativo del verbo indicado y en la segunda el mandato familiar negativo. Sigue el modelo."
42785,Completa los pedidos. Usa las formas correctas de los mandatos informales.
42786,Completa las oraciones con el subjuntivo o el infinitivo.
42796,Completa estas frases con la forma correcta del verbo.
42801,Tu mejor amigo no entiende nada de tecnología y te pide ayuda. Completa los comentarios de tu amigo con el mandato de cada verbo.
42809,Escoge la opción que mejor completa cada oración.
42810,Completa las oraciones con los mandatos <i>(commands)</i> familiares de los verbos indicados.
42828,
42849,Indica los mandatos afirmativos y negativos de la primera persona del plural (<b>nosotros/as</b>) de estos verbos.
42868,Escoge la mejor opción para completar cada oración según <popup>la lectura</popup>.
42869,"Después de leer <popup>la lectura</popup>, responde a las preguntas."
42891,Completa las oraciones con las palabras más adecuadas de la lista.
42893,Completa esta conversación con los mandatos de <b>nosotros/as</b>.
42897,Escoge la forma correcta de los mandatos de <b>nosotros/as</b> de los verbos entre paréntesis.
42941,"Match each problem with its solution. Then follow the model to write a sentence with each pair, providing a solution to the problem."
42943,Responde a estas preguntas con oraciones completas.
42944,Write down the correct verbs from the word bank.
42947,Complete this letter to the editor with items from the word bank.
42948,Complete the sentences with the subjunctive of the verbs in parentheses.
42950,"Combine each pair of sentences, using the subjunctive"
42951,"Form sentences, using the elements provided. Start the sentences with <b>Ojalá que</b>."
42955,Complete the sentences with the subjunctive of the verbs in parentheses.
42956,"Rewrite the sentences, using the words in parentheses."
42957,Complete the sentences with the indicative or subjunctive form of the verbs in parentheses.
42959,"Rewrite the sentences, using the words in parentheses. Use the indicative or subjunctive as appropriate."
42962,"Complete this conversation, using the subjunctive and the indicative as appropriate."
42965,"Write an opinion article about oil spills (<b>los derrames de petróleo</b>) and their impact on the environment. Use verbs and expressions of emotion, doubt, disbelief, denial, and certainty that you learned in this lesson to describe your own and other people’s opinions about the effects of oil spills on the environment."
42969,Elige las palabras de la lista para completar el párrafo.
42970,Escoge la opción correcta para completar cada oración.
42994,Search the Internet to find out about famous people of Hispanic origin in North America.
42995,Search the Internet to find out about the meaning and origin of places in the United States with Spanish names.
43006,Search the Internet to find out more about famous Puerto Ricans you may already know and others.
43010,"Search the Internet to learn more about some of Cuba's outstanding writers, artists, politicians, and scientists."
43014,Search the Internet to learn more about the philosophy behind ecotourism and the best Puerto Rico has to offer ecotravelers.
43018,Search the Internet to learn more about Cuba&#8217;s main cities.
43030,"Investiga en Internet para aprender más sobre ""El Libertador""."
43034,Investiga en Internet para aprender más sobre el río Orinoco.
43038,Investiga en Internet para aprender más sobre las ciudades más grandes de Colombia.
43042,Investiga en Internet para aprender más sobre artistas colombianos.
43058,Investiga en Internet para aprender más sobre la civilización inca.
43062,Investiga en Internet para aprender más sobre artistas peruanos destacados.
43066,Investiga en Internet para aprender más sobre este famoso baile argentino.
43070,Investiga en Internet sobre esta histórica pareja argentina.
43081,Investiga en Internet para conocer más lugares donde se practican deportes de invierno en Chile.
43085,"Investiga en Internet para aprender más sobre Alfredo Stroessner, ex dictador de Paraguay."
43089,Investiga en Internet sobre la historia de Paraguay.
43093,Investiga en Internet para aprender más sobre algunos de los dotados escritores uruguayos.
43097,Investiga en Internet para aprender más sobre las comidas y bebidas favoritas de los uruguayos.
43101,Investiga en Internet para aprender más sobre estos destacados bolivianos.
43105,Investiga en Internet para aprender más sobre este sitio arqueológico al lado del lago Titicaca.
43106,"In this video episode, Martín takes the students out to see the area where they will go hiking. What do you think the students and Martín talk about when they get to the hiking area? Be sure to write in Spanish."
43107,Investiga en Internet para aprender más sobre Pablo Neruda e Isabel Allende.
43110,List a few things that people can do to protect your community's environment.
43112,Look over these useful words before you watch the video.
43120,Put Alberto's actions in the correct order.
43124,Alberto says that ecotourism represents the fastest growing subsector of the tourist industry. Identify the positive and negative aspects of ecotourism. You may use examples from the video.
43127,Answer the following questions about this video episode in Spanish.
43128,Complete this paragraph about volcanoes in Central America.
43174,Investiga en Internet para aprender más sobre Rigoberta Menchú.
43175,Identifica la palabra o expresión opuesta de la lista.
43179,Investiga en Internet para aprender más sobre los mayas y luego contesta las preguntas.
43183,Investiga en Internet para aprender más sobre la base económica de Honduras.
43187,Investiga en Internet para aprender más sobre esta impresionante atracción turística.
43191,Investiga en Internet para aprender más sobre los parques y las zonas naturales en El Salvador.
43195,Investiga en Internet para aprender más sobre El Salvador y sus museos.
43199,Investiga en Internet para aprender dónde se habla inglés en Nicaragua y por qué.
43203,Investiga en Internet para aprender más sobre la sociedad y economía de Nicaragua.
43207,Investiga en Internet para aprender más sobre este ex presidente de Costa Rica.
43211,Investiga en Internet para conocer algunos artistas costarricenses.
43219,Investiga en Internet para aprender más sobre esta tribu indígena.
43221,
43223,Complete the sentences with the correct banking-related words.
43227,"You are running errands, and you can&#8217;t find the things you need. Fill in the blanks with the names of the places that should carry these items."
43233,Indica si lo que dicen las oraciones es <b>cierto</b> o <b>falso</b>.
43234,Identify the final destination for each set of directions.
43235,Elige la opción correcta.
43239,Investiga en Internet para aprender más sobre los paradores de España.
43242,Indica si las oraciones son <b>ciertas</b> o <b>falsas</b>.
43246,Complete the sentences with the indicative or the subjunctive of the verbs in parentheses.
43252,"Answer these questions positively or negatively, as indicated. Use the subjunctive where appropriate."
43253,Complete the sentences with the most logical endings from the word bank. Use the indicative or subjunctive forms of the infinitive verbs as appropriate.
43255,Completa estas frases con la forma adecuada del participio pasado.
43260,Completa las oraciones con la forma adecuada del participio pasado del verbo que está entre paréntesis.
43263,Contesta estas preguntas con oraciones completas usando el participio pasado. Sigue el modelo.
43267,Escoge la forma correcta del participio pasado de los verbos entre paréntesis para completar las frases.
43270,Indica el pretérito perfecto de indicativo de los siguientes verbos.
43272,Rewrite this paragraph from a travel website. Substitute informal commands for the formal commands.
43274,Completa estas oraciones con el pretérito perfecto de indicativo de estos verbos.
43276,Imagine that you are a child asking one of your parents these questions. Write his or her positive or negative answers in the form of familiar commands.
43278,Ordena esta conversación.
43280,Completa la conversación con el pretérito perfecto de indicativo de los verbos en paréntesis.
43291,You and your roommate disagree about everything. Write affirmative and negative <b>nosotros/as</b> commands for these actions.
43293,Completa cada oración con la palabra correcta.
43295,Completa las oraciones con la forma correcta del pretérito pluscuamperfecto de indicativo del verbo entre paréntesis.
43298,Escoge la forma correcta del pretérito pluscuamperfecto de indicativo para completar las oraciones.
43299,"Everyone likes Lina and they want to be like her. Using <b>nosotros/as</b> commands, write sentences telling your friends what you all should do to follow her lead."
43305,"Claudia is thinking of everything that she and her fiancé, Ramón, should do to buy an apartment. Write what she will tell Ramón, using <b>nosotros/as</b> commands for verbs in the infinitive."
43361,
43366,
43368,
43374,
43392,"Watch the <b>Estamos perdidos</b> segment of this lesson’s video module and number the following events from one to five, according to the order in which they occurred in the video."
43394,Watch the <b>Resumen</b> segment of this video module. Then choose <b>sí</b> for the events that you saw in the <b>Resumen</b>.
43396,Choose the option that best completes each sentence.
43398,Look over these useful words and expressions before you watch the video.
43403,Look over these useful words and expressions before you watch the video.
43406,"While watching the video, indicate with <b>cierto</b> or <b>falso</b> which rules have been put in place to protect nature."
43409,Write down the terms that mean the opposite of the descriptions.
43410,"This video talks about the best places to dive and surf in Panama. In preparation for watching this video, answer these questions about surfing."
43413,Select the corresponding phrase to complete each sentence.
43421,Complete the sentences with the correct past participle forms of these verbs
43423,Complete the sentences with <b>estar</b> and the correct past participle.
43431,Complete this paragraph with the correct past participle forms of the verbs in the word bank. Use each verb only once.
43432,Complete this activity according to your personal preferences.
43443,Complete each sentence with the present perfect of the verb in parentheses.
43444,Look over these useful words before you watch the video.
43452,Complete these sentences using words from the list. Make all necessary changes.
43458,Rewrite the sentences to say that these things have not yet been done. Use the present perfect.
43462,Rewrite the sentences to say that these people had never done these things before.
43465,"Combine the sentences, using the preterite and the past perfect tenses."
43468,Write a paragraph about the things that Tiger Woods had achieved by age 21. Use the phrases from the word bank with the past perfect. Start each sentence with <b>Ya<b/>. The first one has been done for you.
43528,
43531,Usa las pistas para completar el crucigrama con el pretérito imperfecto de subjuntivo del verbo correspondiente al sujeto indicado.
43532,Escucha las frases e indica si cada frase es <b>lógica</b> o <b>ilógica</b>.
43534,Escucha la descripción que hace Alejandro Dávila de su profesión y luego completa las oraciones con las palabras adecuadas.
43536,Indicate whether each sentence about this video episode is <b>cierto</b> or <b>falso</b>.
43538,Complete this paragraph about <b>baños árabes</b>.
43551,Escoge la respuesta que completa cada oración.
43553,Indica las profesiones que asocias con estas palabras.
43558,Completa las oraciones con la palabra correcta.
43567,Aquí tienes una adivinanza (<i>riddle</i>). Intenta descubrir de qué se trata.
43575,Responde a estas preguntas con oraciones completas.
43580,Remember the American who cut the line for the show? The couple behind him did not succeed in making him go at the end. What would you say to him? Write a conversation in which you tell him to go to the back of the line!
43582,Escoge el personaje que dijo la frase.
43587,Indica si lo que dicen estas oraciones es <b>cierto</b> o <b>falso</b>.
43589,Completa las oraciones con la información correcta.
43593,Investiga en Internet para aprender más sobre el trabajo voluntario en Latinoamérica.
43595,Escoge la opción correcta de cada par de afirmaciones.
43600,Indica si cada oración es <b>cierta</b> o <b>falsa</b>.
43601,Conjuga los verbos indicados en futuro.
43615,Lee las predicciones (<i>predictions</i>) del horóscopo (<i>horoscope</i>) y conjuga los verbos en paréntesis usando el futuro.
43620,Escribe la forma apropiada del condicional de los verbos.
43624,Completa las oraciones con la forma correcta del condicional del verbo indicado.
43626,Escribe oraciones completas usando el condicional. Cambia lo que sea necesario.
43627,Completa el párrafo con el condicional de los verbos entre paréntesis.
43628,Completa estas oraciones con el pretérito imperfecto de subjuntivo.
43635,Escoge la forma correcta del verbo para completar cada frase.
43681,"Después de leer <popup>el texto</popup>, responde a estas preguntas. Usa oraciones completas."
43683,Responde a las preguntas. Usa oraciones completas.
43684,
43685,
43686,
43687,
43695,"Answer the questions about this help-wanted ad, using complete sentences."
43704,Rewrite each sentence to express probability. Each sentence should start with a verb in the future tense.
43714,Rosa is not happy with her current job. What would happen if she looked for a new job? Complete the sentences with the conditional forms of the verbs in parentheses.
43715,Change the sentences into questions that ask what might have happened. Use the conditional tense.
43718,Complete the sentences with the past subjunctive forms of the verbs in parentheses.
43719,Álex is talking to himself about the things that would make him happier. Complete his statements with the past subjunctive form of the verbs in parentheses. Then write five sentences describing things that would make you happier. Try to use as many singular and plural forms as you can.
43720,Complete the second sentences to say the opposite of the first ones.
43721,"Complete the paragraph with the past subjunctive, the preterite, or the imperfect of the verbs in parentheses as appropriate."
43727,"<span lang=""en-US"">Select the name of the city or geographical feature for each numbered item on the map.</span>"
43789,
43791,
43826,
43828,
43831,
43839,
44186,Answer each question you hear using the cues below. Repeat the correct response after the speaker.
44188,Answer each question you hear using the cues below and the present progressive. Repeat the correct response after the speaker.
44191,You will hear the subject of a sentence. Complete the sentence using a form of <b>ser</b> or <b>estar</b> and the cues below. Repeat the correct response after the speaker.
44231,Use the cues to tell how many there are of each item. Repeat the correct response after the speaker.
44234,Answer each question you hear using the cues. Repeat the correct response after the speaker.
44236,"<span lang=""en_US"">Listen to this conversation and write the answers to the questions in the spaces provided.</span>"
44237,Some people want to know what time it is. Answer their questions. Repeat the correct response after the speaker.
44238,You are trying to plan your class schedule. Ask your counselor what time these classes meet and write the answer. Follow the model.
44246,"<span lang=""en-US"">Change each sentence into a question using the cue. Repeat the correct response after the speaker.</span>"
44250,You and your co-worker are taking inventory at the university bookstore. Answer your co-worker's questions using the cues. Repeat the correct response after the speaker.
44260,"Describe your classmates, using the cues. Repeat the correct response after the speaker."
44266,Answer each question using the cue provided below. Repeat the correct answer after the speaker.
44275,Answer each question you hear using the cue. Repeat the correct response after the speaker.
44276,Change each sentence from the present to the preterite. Repeat the correct answer after the speaker.
44277,Answer each question you hear using the cues. Repeat the correct response after the speaker.
44281,Clara is going to baby-sit your nephew. Answer her questions about your nephew’s daily routine using the cues below. Repeat the correct response after the speaker.
44289,Answer each question you hear using the cues below. Repeat the correct response after the speaker.
44291,Answer each question you hear using the cues below. Repeat the correct response after the speaker.
44297,"Repeat each saying after the speaker to practice pronouncing <b>ll</b>, <b>ñ</b>, <b>c</b>, and <b>z</b>."
44298,"Repeat each word after the speaker to practice pronouncing <b>ll</b>, <b>ñ</b>, <b>c</b>, and <b>z</b>."
44299,"When the speaker pauses, repeat the corresponding sentence or phrase, focusing on <b>ll</b>, <b>ñ</b>, <b>c</b>, and <b>z</b>."
44303,Answer each question you hear using the cues below. Repeat the correct response after the speaker.
44308,Look at each drawing and answer the question you hear with a comparative statement. Repeat the correct response after the speaker.
44332,
44382,Click on the labeled locations to view additional information.
44497,Answer each question you hear using the cue below. Substitute object pronouns for the direct object when possible. Repeat the correct answer after the speaker.
44499,Answer each question you hear using the cue below. Substitute object pronouns for the direct object when possible. Repeat the correct response after the speaker.
44504,"A reporter is writing an article about funny things people used to do when they were children. Answer her questions, using the cues below. Then repeat the correct response after the speaker."
44506,Answer each question you hear using the cue below and the impersonal <b>se</b>. Repeat the correct response after the speaker.
44507,Form a new sentence by changing the adjective below to an adverb. Repeat the correct answer after the speaker.
44508,"Answer each question you hear in the negative, using the cue below. Repeat the correct response after the speaker."
44509,Answer the questions using the cues. Substitute direct object pronouns for the direct object nouns when appropriate. Repeat the correct response after the speaker.
44510,Complete each phrase about Jaime with <b>por</b> or <b>para</b> and the cue below. Repeat each correct response after the speaker.
44511,"Restate each sentence you hear, using the cues below. Repeat the correct answer after the speaker."
44524,Repeat these words after the speaker to practice the <b>b</b> and the <b>v</b>.
44530,Repeat each saying after the speaker to practice the <b>b</b> and the <b>v</b>.
44533,Your children are complaining about the state of things in your house. Respond to their complaints by telling them what household chores they should do to correct the situation. Repeat the correct response after the speaker. 
44536,A physician is giving a patient advice. Change each sentence you hear from an indirect command to a formal command. Repeat the correct answer after the speaker. 
44537,Answer each question you hear in the affirmative using a formal command and a direct object pronoun. Repeat the correct response after the speaker.
44538,Answer each question you hear using a formal command and the cue below. Repeat the correct response after the speaker.
44539,"You are a Spanish instructor, and it’s the first day of class. Tell your students what it is important for them to do using the cues you hear."
44540,Change each sentence you hear to the subjunctive mood using the expression below. Repeat the correct answer after the speaker.
44541,Some people are discussing what they or their friends want to do. Say that you don’t want them to do those things. Repeat the correct response after the speaker.
44542,Listen to each situation and make a recommendation using the cues below. Repeat the correct response after the speaker.
44559,Change each sentence you hear to the subjunctive mood using the expression below. Repeat the correct answer after the speaker.
44560,Answer each question you hear using the cues below. Repeat the correct response after the speaker.
44562,Change each sentence you hear to the negative. Repeat the correct answer after the speaker.
44575,Change each sentence you hear into the negative. Repeat the correct answer after the speaker.
44576,Change each sentence you hear to a <b>nosotros/as</b> command. Repeat the correct answer after the speaker.
44577,Answer each question you hear negatively. Then make another suggestion using the cues and a <b>nosotros/as</b> command.
44592,"Pablo wants to go to the gym with his friend Manuel, but everything is going wrong. Answer each question using the cue provided."
44595,Change each sentence you hear from the present indicative to the present perfect indicative. Repeat the correct answer after the speaker.
44597,Answer each question you hear using the cues. Repeat the correct response after the speaker.
44599,"Using the cues, describe what you and your friends had already done before your parents arrived for a visit. Repeat the correct answer after the speaker."
44603,"Repeat each word after the speaker to practice pronouncing <b>h</b>,<b> j</b>, and <b>g</b>."
44611,"Repeat each saying after the speaker to practice pronouncing <b>h</b>, <b>j</b>, and <b>g</b>."
44612,"Repeat each word after the speaker, focusing on the <b>c</b> and <b>q</b> sounds."
44614,Repeat each saying after the speaker to practice the <b>c</b> and <b>q</b> sounds.
44648,"Repeat each word after the speaker to practice pronouncing <b>s</b>, <b>z</b>, and <b>c</b> before <b>i</b> and <b>e</b>."
44653,"Repeat each saying after the speaker to practice pronouncing <b>s</b>, <b>z</b>, and <b>c</b> before <b>i</b> and <b>e</b>."
44659,"Repeat each word after the speaker, focusing on the <b>x</b> sound."
44665,Repeat each saying after the speaker to practice the <b>x</b> sound.
44671,"Repeat each word after the speaker focusing on the <b>l</b>, <b>ll</b>, and <b>y</b> sounds."
44678,"Repeat each saying after the speaker to practice the <b>l</b>, <b>ll</b>, and <b>y</b> sounds."
44682,Repeat each word or phrase after the speaker to practice pronouncing <b>m</b> and <b>n</b>.
44688,Read each sentence aloud. Then listen to the speaker and repeat the sentence.
44689,Repeat each saying after the speaker to practice pronouncing <b>m</b> and <b>n</b>.
44692,"Repeat each word after the speaker, focusing on the <b>ch</b> and <b>p</b> sounds."
44695,Read each sentence aloud. Then listen to the speaker and repeat the sentence.
44696,Repeat each saying after the speaker to practice the <b>ch</b> and <b>p</b> sounds.
44699,"Repeat each sentence after the speaker, imitating the intonation."
44712,Answer each question you hear using the cues. Repeat the correct response after the speaker.
44715,You are a good cook and you are considering opening a Salvadorian restaurant. The investor wants to know what it will be like. Answer his questions using the cues provided. Then repeat the correct response after the speaker.
44718,Complete each phrase you hear using the cues below and the past subjunctive. Repeat the correct response after the speaker.
44891,Write what each object is and to whom it belongs. Use complete sentences. Follow the model.
44906,Look at the video still and answer these questions in Spanish. Carlos is in Mexico City; can you guess what place? Who is Carlos talking to? What do you think this person does?
44915,Select the correct description for each photo.
44920,"Look at the video still. Imagine what Mónica will say about families in Ecuador, and write a two- or three-sentence introduction to this episode."
45353,"<span lang=""en-US"">Click on the picture that goes with each sentence.</span>"
45535,Complete these conversations between Carlos López and two students.
45543,Match each definition to the appropriate word.
45553,Watch as Mrs. Valdivieso gives Mónica a tour of the house. Match the captions to the appropriate images.
45583,Put these events in the correct order.
45616,Identify where these items are located in Frida's museum.
45639,Indicate with <b>sí</b> or <b>no</b> whether Carlos mentions the following places in the video.
45650,Identify what you see while watching the video.
45926,"Imagine that you are a travel agent and that the French globetrotting family you saw in the video is planning their next destination. Write a conversation between you and the mother. Suggest an exciting destination, describe the activities the family can do together, and then work out how to get there, where to stay, and for how long."
45928,Indicate whether each statement is <b>cierto</b> or <b>falso</b>.
46250,"<span lang=""en-US"">Click on the answer that best completes the statement.</span>"
46351,Complete the description of what everyone is doing right now.
46364,"Look at the video still. Imagine what Omar will say about Machu Picchu, and write a two- or three-sentence introduction to this episode."
46455,Look at the drawing and indicate whether each statement you hear is <b>cierto</b> or <b>falso</b>.
46484,Write complete sentences describing the activities or places in the photos.
46486,"Look at the video still. Imagine what Randy will say about markets in Costa Rica, and write a two- or three-sentence introduction to this episode."
46499,
46502,
46538,Choose <b>sí</b> or <b>no</b> to indicate which activities and places you see in the video.
46540,Choose which country each word relates to.
46541,"<span lang=""en-US"">Watch the <b>Resumen</b> segment of this video module and complete the following sentences.</span>"
46542,Select the character associated with each word or phrase.
46649,
46652,"Look at the drawings, then complete the sentences, using the preterite or imperfect."
46740,Write sentences that describe what the people in the drawings were doing yesterday at three o'clock in the afternoon. Use the subjects provided and the imperfect tense.
46742,"Select one of these people and imagine a typical workday. Consider his or her daily routines as well as the time he or she gets up, goes to work, spends time with friends, goes back home and goes to sleep. Use the words provided."
46747,Escucha las descripciones e indica el número de la descripción que corresponda a cada foto.
46759,
46760,Escucha las frases y selecciona el objeto que necesitas para cada actividad.
46772,Fill in the blanks with the population and the name of the capital of each country.
46774,"Look at the video still. Imagine what Leticia will say about la comida latina in Los Angeles, and write a two- or three-sentence introduction to this episode."
46779,"Look at the video still. Imagine what Mari Carmen will say about tapas in Barcelona, and write a two- or three-sentence introduction to this episode."
46811,"Based on their use in the <popup>reading</popup>, match the phrases to their definitions."
46815,Look at the video still. Imagine what Silvina will say about hospitals in Argentina and write a two- or three-sentence introduction to this episode.
46819,Look at the video still. Imagine what Omar will say about technology in Peru and write a two- or three-sentence introduction to this episode.
46821,Identify why these people use cell phones and Internet.
46841,Label the photos. Specify the location.
46842,Look at the video still. Imagine what Carlos will say about <b>La Casa de Frida</b> and write a two- or three- sentence introduction to this episode.
46843,"Listen to what these people say, and select the correct caption for each person."
46846,Look at the video still. Imagine what Alberto will say about volcanoes and hot springs in Costa Rica and write a two- or three-sentence introduction to this episode.
46847,Imagine that you are a forest ranger at the volcán Arenal park and you just learned that a highly-polluting company plans to move its plant near the park. Write a conversation between you and your colleagues at work in which you try to convince them to take action to prevent it.
46861,Look at the video still. Imagine what Carlos will say about el Metro in Mexico City and write a two- or three-sentence introduction&#8212;in Spanish&#8212;to this episode.
46870,Look at the video still. Imagine what Miguel Ángel will say about el estrés in Madrid and write a two- or three-sentence introduction to this episode.
46873,Look at the video still. Imagine what Mónica will say about jobs in Ecuador and write a two- or three-sentence introduction to this episode.
46874,"Listen to what these people say, and match the captions to the appropriate person."
46937,Selecciona la respuesta correcta según <popup>la lectura</popup>.
47077,"Based on the <popup>reading</popup>, indicate whether the following statements are <b>cierto</b> or <b>falso</b>."
47080,"Based on the <popup>reading</popup>, indicate whether each statement is <b>cierto</b> or <b>falso</b>."
47093,Selecciona la respuesta correcta según el <popup>texto</popup>.
47108,Indica si lo que se dice en cada oración es <b>cierto</b> o <b>falso</b> según el <popup>texto</popup>.
47112,Identifica el nombre de la(s) persona(s) descrita(s) (<i>described</i>) en el <popup>artículo</popup>.
47166,Selecciona la respuesta correcta según (<i>according to</i>) la <popup>entrevista</popup>.
47187,Pon estos eventos en el orden cronológico según <popup>la lectura</popup>.
47203,"Después de leer <popup>el texto</popup>, responde a las preguntas. Usa oraciones completas."
47418,Complete these conversations.
47420,Choose the option that best completes each statement.
47422,Search the Internet to find out more about the <b>paseo</b>.
47427,
47475,"Type your own contact list with six important phone numbers, like the one shown in the <popup>reading</popup>. Include emergency phone numbers as well as frequently called numbers. Use cognates."
47559,"<span lang=""en_US"">You will hear six short exchanges. For each one, decide whether it is a greeting, an introduction, or a leave-taking.</span>"
47563,"<span lang=""en_US"">You will hear six people introduce themselves. Listen carefully and write the people’s names as they spell them.</span>"
47578,"For each question or expression, write the appropriate answer from the box in each blank."
47588,Write the name of the Spanish-speaking country that is highlighted in each map.
47598,"For each person, provide the subject pronoun that you would use when addressing the person and the pronoun you would use when talking about the person."
47609,Use the schedule to answer the questions in complete sentences. Type out the numbers and follow the model.
47631,
47634,Look at the video still. Imagine a conversation between these two people.
47646,"<span lang=""en-US"">Look at each drawing and listen to the statement. Indicate whether the statement is</span> <b>cierto</b> <span lang=""en-US"">or</span> <b>falso</b>."
47648,Listen to each sentence and select the subject of the verb.
47653,"<span lang=""en-US"">You will hear some questions. Look at the family tree and choose the correct answer to each question.</span>"
47659,Listen to each question and choose the most logical response.
47661,Listen to each statement and indicate if it is <b>lógico</b> or <b>ilógico.</b>
47674,Indicate whether these statements are <b>cierto</b> or <b>falso</b>.
47676,
47684,Chose the correct phrase to complete each sentence.
47686,Complete the conversation with the appropriate forms of the verbs.
47688,Provide the present-tense forms of <b>estar</b>.
47694,Complete the conversation between Daniela and her mother with the correct forms of <b>ser</b> or <b>estar</b>.
47696,Complete this email from Marta to her friend Margarita using the correct words from the word list. Each word is used only once.
47698,Provide the words for these numbers.
